Sentence	B	W	A	H	Abs
After missing eight months with a broken leg , Paul George made his highly anticipated return to the court Sunday , playing in a limited 15 minutes of action .	1	1	1	1	ADJ-ORDINAL DET-DATE NOUN-DATE PUNCT-.
Favors missed the majority of the preseason and the team 's season opener with a bruised knee , but was able to transition back into a limited role for Friday 's contest .	0	1	1	1	X-CARDINAL_COMPARISON ADV-DATE X-CARDINAL_COMPARISON PUNCT-.
Bismack Biyombo , logging a second straight start in place of Nikola Vucevic ( Achilles ) , provided a second consecutive double - double with 10 points , 14 rebounds and one block .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON DET-DATE NOUN-DATE PUNCT-.
Playing the second half of a back - to - back in Denver is always a tough task , and that was clear on Wednesday with the tired legs the Bucks appeared to have .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
The Nuggets entered Sunday winners of three of their last four , while the Clippers had lost three of four , however the trends did not continue as the Clippers downed the Nuggets , defending home court and clinching a playoff berth for the fifth year in a row .	0	1	1	0	ADJ-ORDINAL PROPN-LOC NUM-CARDINAL NOUN-ORG PUNCT-.
The Lakers ( 8 - 9 ) were short - handed in this one , missing D'Angelo Russell ( knee ) , Julius Randal ( hip ) and Nick Young ( toe ) .	1	1	0	1	PROPN-PERSON PUNCT-.
The Sixers ( 12 - 26 ) had to play this game without Joel Embiid , as they clearly could n't make up for his absence .	1	1	0	1	NOUN-doubt PROPN-PERSON PROPN-DATE NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PROPN-PERSON NUM-CARDINAL PUNCT-.
Derrick Rose sat out the game as a precaution .	0	0	0	1	NUM-CARDINAL PROPN-PERSON PUNCT-PERSON X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-ORG NUM-CARDINAL PUNCT-.
The Sixers ( 17 - 29 ) had to play this game without Joel Embiid ( rest ) and they simply could n't overcome his absence .	1	1	0	1	NUM-DATE PUNCT-DATE NOUN-DATE PUNCT-DATE ADJ-DATE NUM-CARDINAL ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Greg Monroe continued his stretch of impressive games .	0	0	1	0	NUM-CARDINAL PROPN-PERSON PART-PERSON PROPN-PERSON PART-PERSON PROPN-PERSON PART-PERSON PUNCT-.
The Sixers ( 23 - 41 ) have really struggled without Joel Embiid ( knee ) , as they 've lost six of their last seven games .	1	1	1	0	NUM-CARDINAL PUNCT-.
Unfortunately for Denver , Emmanuel Mudiay went down early in the game , and left with an aggravated back .	0	1	0	1	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL DET-LOC PROPN-LOC X-CARDINAL_COMPARISON PROPN-GPE ADJ-ORDINAL PUNCT-.
Tony Parker ( hamstring ) missed his third straight game .	0	0	1	1	PROPN-PERSON NOUN-DATE PROPN-DATE ADV-TIME NUM-TIME NOUN-TIME PROPN-FAC PUNCT-.
Greg Monroe put up another solid performance in just his second game back after an 11 - game absence because of a knee injury .	0	1	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Mo Williams ( back ) returned from a six - game absence , playing 14 minutes off the bench .	1	0	1	0	PROPN-GPE ADJ-ORDINAL DET-DATE NOUN-DATE PROPN-GPE X-CARDINAL_COMPARISON PROPN-GPE ADJ-ORDINAL NUM-CARDINAL PUNCT-.
Guard Gary Harris also returned to the starting lineup , scoring 12 points on 5 - of - 10 shooting .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
The Raptors ( 39 - 29 ) continue to struggle without Kyle Lowry and home losses like this show just how much his absence hurts this team .	1	1	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL ADV-CARDINAL NUM-CARDINAL PUNCT-.
Frye was a game - time decision Tuesday , meaning he is likely to return to action soon .	0	1	0	0	PROPN-PERSON PROPN-GPE DET-DATE NOUN-DATE NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL PUNCT-.
DeMar DeRozan failed to reach 30 points for the first time all season , as he dropped 23 on 7 - of - 20 shooting in the loss .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
Nikola Vucevic came off the bench to record 12 points and 10 rebounds on 5 - of - 14 shooting .	1	0	0	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
Without offensive stand - outs Jimmy Butler ( elbow ) and Derrick Rose ( knee ) , the Bulls were forced to rely on Aaron Brooks ( 22 points ) and Pau Gasol ( 23 points ) .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
Kaminsky posted a 23 - point , 13 - rebound double - double that also included three assists and two steals to lead the way for Charlotte , his fifth straight double - digit scoring effort and third double - double in the last seven contests .	1	1	1	0	PROPN-ORG DET-ORG PROPN-ORG PROPN-PERSON PUNCT-.
He managed 19 points , 11 rebounds and a pair of assists for his second double - double in the last three games .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Nikola Vucevic continued to post strong offensive numbers , chipping in 17 points to go along with five rebounds .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL X-CARDINAL_COMPARISON SYM-QUANTITY NUM-QUANTITY PROPN-QUANTITY NUM-CARDINAL PUNCT-.
The league ’ s best passing point guard upped his leading assists per game statistic after registering 18 dimes , to go along with seven points and eight rebounds .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
Thomas Robinson , seeing extended action as part of the trickle - down effect of Ivica Zubac 's season - ending ankle injury , managed 16 points , nine boards , three assists and one steal .	1	0	1	0	PROPN-ORG NUM-CARDINAL PROPN-ORG DET-DATE NOUN-DATE PUNCT-.
Patrick Beverley ( hamstring ) returned to action for the Rockets after missing four game .	0	0	1	0	PROPN-PERSON PROPN-DATE NOUN-DATE NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Stephen Curry recored his second straight double - double to start the season .	0	0	1	0	X-CARDINAL_COMPARISON PROPN-PERSON PUNCT-.
Nikola Vucevic has been the other bright spot , and he posted his fourth double - double in as many games , finishing with 19 points and 13 rebounds .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
Lastly , Bembry , who has only occasionally seen quality minutes this season , played 21 minutes and shot 5 - of - 6 from the field en route to scoring a season - high 10 points and grabbing a season - high three rebounds .	1	0	1	0	PROPN-GPE DET-DATE NOUN-DATE PUNCT-.
Philadelphia pulled off the shocking road upset with the help of an early exit from Suns offensive linchpin Eric Bledsoe , who suffered a sprained knee in the second quarter .	0	1	0	0	PROPN-ORG NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-TIME NOUN-TIME PROPN-PERSON ADJ-ORDINAL PUNCT-.
Shawn Marion returned to action after missing Friday 's game with a hip injury and posted six points in 22 minutes .	1	0	1	0	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL DET-DATE ADJ-DATE NOUN-DATE PUNCT-.
Jonas Valanciunas recorded his first double - double in six games , recording 14 points on 7 - of - 12 shooting and 12 rebounds in 26 minutes .	1	0	1	0	PROPN-PERSON DET-ORG PROPN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL DET-ORG PROPN-ORG X-CARDINAL_COMPARISON SYM-DATE NUM-DATE PUNCT-DATE PROPN-DATE PUNCT-.
Bouncing back from a six - point game Sunday , Carlos Boozer was able to notch his first double - double of the season , as he finished with 20 points and 10 rebounds .	1	0	1	0	DET-ORG PROPN-ORG NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-PERSON PUNCT-.
Josh Richardson continued his solid rookie season with 11 points , two rebounds and an assist in a reserve role .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Michael Carter-Williams also returned to the starting - five and tallied 24 points , four rebounds and four assists in the loss .	1	1	0	0	NUM-DATE PUNCT-DATE NOUN-DATE PUNCT-DATE ADJ-DATE ADV-ORDINAL NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Mudiay struggled in the debut of his sophomore season , shooting just 2 - of - 8 from the field for 11 points on top of managing just three assists .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
The Lakers flashed some signs of optimism , with sophomore Julius Randle finishing with 18 points and 12 rebounds , which completed his third double - double of the season .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-TIME NOUN-TIME PUNCT-.
Zaza Pachulia managed only nine points and was the sole Mavs starter that failed to tally double - digit scoring , but he brought down an impressive 17 rebounds and collected five steals .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Lou Williams , in addition to hitting the game - winning shot , scored 13 points on 5 - of - 15 shooting , while Kyle Lowry ( back ) returned to the starting lineup after sitting the last seven games to post 10 points , eight rebounds and seven assists in 33 minutes .	1	1	1	0	PROPN-PERSON X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-GPE NUM-CARDINAL DET-DATE NOUN-DATE PUNCT-.
After spending the first part of his career playing alongside or behind Cousins in the rotation , Cauley-Stein had a breakout game on Thursday , scoring 29 points on 14 - of - 22 shooting to go along with 10 rebounds .	1	1	1	0	PROPN-PERSON NUM-TIME NOUN-TIME PROPN-PERSON NUM-CARDINAL ADP-in PROPN-PERSON NUM-TIME NOUN-TIME PUNCT-.
The Blazers ( 14 - 21 ) were also without a star player , as Damian Lillard missed his third straight game with a sprained ankle .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADV-TIME NUM-TIME NOUN-TIME PUNCT-.
After failing to play more than 21 minutes in any of his three previous games , Pau Gasol was able to record his first double - double in a Spurs uniform in 31 minutes of action in the win .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
Joseph shot an outstanding 15 - of - 22 from the field , more than making up for the absence of the All-Star-caliber player he replaced .	1	1	0	0	PROPN-PERSON NUM-CARDINAL PROPN-DATE PROPN-GPE PROPN-NORP NUM-CARDINAL PUNCT-.
Nikola Vucevic continued his hot streak , finishing with 25 points and 13 rebounds for the second straight game .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
At center , Tyson Chandler made his regular season debut with the Mavericks and finished with eight points and 10 rebounds .	1	0	1	0	NUM-CARDINAL NUM-DATE NOUN-DATE PROPN-DATE PROPN-PERSON AUX-PERSON PROPN-PERSON PUNCT-.
Russell Westbrook buried a 20 - foot jumper with :1 remaining to put the Thunder up two points with barely enough time for Alec Burkes to miss the three point attempt , which put an end to Utah 's ( 29 - 17 ) six game winning streak .	1	1	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PROPN-PERSON ADJ-ORDINAL PUNCT-.
The Grizzlies ( 22 - 14 ) benefited from the return of star point guard Mike Conley , who 'd missed the previous two contests with a toe injury .	1	1	1	0	PROPN-PERSON NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
While the absence of Dirk Nowitzki ( DNP-rest ) might be looked at as a potential deterrent for the team , the Mavericks ' wide array of depth was able to overcome Nowitzki 's absence .	0	1	0	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
LaMarcus Aldridge continued his great form , as he led the team with 27 points and eight rebounds on 10 - of - 12 shooting .	1	1	0	0	PROPN-GPE NUM-CARDINAL PROPN-ORG PROPN-DATE NUM-CARDINAL PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
Sacramento had to play this game without Rajon Rondo , but it opened up the door for Seth Curry to drop a career - high 19 points off the bench .	1	1	1	0	PART-DATE ADV-DATE ADP-DATE DET-DATE NOUN-DATE NUM-CARDINAL PROPN-PERSON ADV-DATE ADP-DATE DET-DATE NOUN-DATE NUM-CARDINAL PUNCT-.
Zach Randolph , who finished with six points and 10 rebounds , failed to record a double - double for just the second time in 15 games since returning from a knee injury .	1	0	1	0	DET-WORK_OF_ART PUNCT-WORK_OF_ART PROPN-WORK_OF_ART NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PROPN-ORG PROPN-PERSON ADJ-ORDINAL PROPN-DATE PUNCT-.
Serge Ibaka had his second - straight disappointing game for the Magic , as he tallied just four points and three rebounds in 19 minutes of play .	1	0	1	0	PROPN-GPE PROPN-NORP PUNCT-.
The Sixers ( 15 - 26 ) have shown notable improvement this season , in large part thanks to former first - round pick Joel Embiid finally being at full health .	1	0	1	0	NOUN-ORG PROPN-PERSON PROPN-ORG ADJ-ORDINAL PUNCT-.
Kobe Bryant was able to battle through his perennially sore shoulder for a second straight night , amassing 17 points , three rebounds , two assists and a block .	1	0	1	0	PROPN-PERSON PUNCT-PERSON PROPN-PERSON PROPN-TIME NOUN-TIME PROPN-PERSON PUNCT-PERSON PROPN-PERSON X-CARDINAL_COMPARISON ADJ-ORDINAL PROPN-ORG PUNCT-.
Tobias Harris did n't have the offensive numbers he 's come accustomed to this year , as he finished with only 12 points ( 5 - 13 FG , 2 - 3 3Pt , 0 - 1 FT ) and six rebounds .	1	0	1	0	PROPN-PERSON NUM-CARDINAL NUM-MONEY NOUN-MONEY PUNCT-.
Thaddeus Young ( knee ) returned to the starting lineup after a two - game absence , scoring eight points ( 4 - 11 FG , 0 - 3 3Pt ) .	1	0	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL X-CARDINAL_COMPARISON NOUN-ORG X-CARDINAL_COMPARISON NUM-CARDINAL PUNCT-.
Harrison Barnes , the only Warrior to play every game this season , secured his sixth double - double with 13 points and 12 rebounds in 29 minutes .	1	0	1	0	ADJ-ORDINAL PROPN-PERSON ADJ-ORDINAL PUNCT-.
DeAndre Jordan stepped up in Griffin 's absence though , totaling 21 points and 23 rebounds in the loss .	1	1	0	0	PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL NUM-CARDINAL PUNCT-.
DeMar DeRozan continued his scoring exhibition , as he tallied 26 points , seven rebounds and four assists on 9 - of - 18 shooting .	1	0	1	0	PROPN-PERSON PROPN-ORG NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Mudiay added four rebounds and six assists , but played with patience throughout the game and only turned the ball over four times , which he has improved upon as the season went on .	1	1	1	0	PROPN-ORG X-CARDINAL_COMPARISON PROPN-DATE NUM-CARDINAL DET-DATE ADJ-DATE NUM-DATE NOUN-DATE PUNCT-.
He did that damage on 12 - of - 20 shooting , while also bringing down five rebounds .	1	1	0	0	PROPN-PERSON ADV-ORDINAL PROPN-PERSON NUM-CARDINAL NOUN-CARDINAL CCONJ-CARDINAL NUM-CARDINAL PUNCT-.
Hayward completed another game with 20 - plus points , and is among the Top 15 scorers in the NBA , adding to his impressive start to the season with 28 points on 8 - of - 16 shooting .	1	0	1	0	PROPN-PERSON NUM-CARDINAL ADV-TIME NUM-TIME NOUN-TIME PROPN-PERSON DET-DATE NOUN-DATE PUNCT-.
The good news here is that Nicolas Batum returned from his four - game absence from a toe injury to tally nine points , six rebounds and seven assists in the defeat .	1	1	1	0	PROPN-ORG ADJ-DATE NOUN-DATE X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PROPN-Grizzlies X-CARDINAL_COMPARISON PUNCT-.
Steph Curry really struggled , putting together one of his worst performances of the season and finishing with just 11 points on a brutal 4 - of - 18 shooting from the field .	1	1	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Russell Westbrook added his league - leading 16th triple - double of the season with 26 points ( 10 - 16 FG ) , 12 assists and 11 rebounds , the latter both representing game highs .	1	1	1	0	NUM-DATE PUNCT-DATE NOUN-DATE DET-ORG PROPN-ORG X-CARDINAL_COMPARISON DET-DATE NOUN-DATE PROPN-PERSON PROPN-PRODUCT PUNCT-.
The six - year pro 's outstanding defense and improved shooting have certainly been key to many a Celtics victory this season , and Bradley put together a solid effort in his return .	0	1	1	0	PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL X-CARDINAL_COMPARISON PROPN-ORG NUM-CARDINAL PUNCT-.
Paul Gasol recorded his seventh consecutive double - double in the Bulls ' losing effort , putting up 18 points on 7 - of - 17 shooting and 10 rebounds in 34 minutes .	1	1	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON ADV-CARDINAL NUM-CARDINAL PUNCT-.
The Rockets continued their early season struggles and fell to 5 - 10 , while the Grizzlies improved to 9 - 7 .	0	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-.
He registered eight points , three rebounds and a pair of steals in only 19 minutes of action , equaling his lowest allotment of playing time on the season .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PUNCT-CARDINAL NOUN-CARDINAL NUM-CARDINAL PROPN-ORG PROPN-PERSON NUM-CARDINAL NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY PUNCT-.
He came just shy of his first ever triple - double , as he finished with 16 points , nine rebounds and 10 assists .	1	0	1	0	PROPN-PERSON NUM-QUANTITY PUNCT-QUANTITY ADP-QUANTITY PUNCT-QUANTITY NUM-QUANTITY NUM-CARDINAL PUNCT-.
The Pacers ( 29 - 28 ) came in to Thursday 's contest hoping to snap a five - game losing streak , but were also running on fumes after two games in the previous three nights .	1	0	1	0	PROPN-PERSON NUM-CARDINAL PROPN-PERSON PUNCT-.
Despite entering the game with some uncertainty regarding how much playing time he ’ d receive while he continued to experience blurred vision , Derrick Rose turned in a strong outing for the Bulls , contributing 18 points and five assists in 32 minutes .	1	1	0	0	PROPN-PERSON PROPN-FAC PROPN-PERSON NUM-CARDINAL NUM-DATE PUNCT-DATE ADP-DATE PUNCT-DATE NUM-DATE PUNCT-.
Ricky Rubio made his return from a five - game absence due to an elbow injury , to accrue seven points , six rebounds and six assists in the defeat .	1	1	1	0	PROPN-PERSON PART-PERSON NUM-CARDINAL PUNCT-.
Despite the loss , point guard Russell Westbrook tallied his 51st double - double of the season and was just one assist shy of a league - leading 17th triple double .	0	1	1	0	PROPN-PERSON NOUN-PRODUCT DET-DATE NOUN-DATE PROPN-PERSON ADJ-ORDINAL NUM-CARDINAL NUM-TIME NOUN-TIME PUNCT-.
Nerlens Noel was able to notch his fourth double - double of the season , as he finished with 13 points ( 5 - 13 FG , 3 - 3 FT ) and 12 rebounds .	1	0	1	0	PROPN-PERSON NUM-CARDINAL X-CARDINAL_COMPARISON SYM-PERCENT PROPN-ORG X-CARDINAL_COMPARISON SYM-CARDINAL NUM-CARDINAL PUNCT-.
